labels,path
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-01-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-02-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-02-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-02-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-01-01.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-01-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-02-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-01-01.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
sad,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
angry,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
fear,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
disgust,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
surprise,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
neutral,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
calm,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
happy,C:/Users/ajida/Desktop/projects/DIPLOMA/ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
